id,config_name,original_idx_in_config,time_step,noisy1_path,noisy2_path,clean_path
54,lin_desc_16_s1,24,1177,noisy1/sample_000054_noisy1.pt,noisy2/sample_000054_noisy2.pt,clean/sample_000054_clean.pt
55,lin_desc_16_s1,25,1226,noisy1/sample_000055_noisy1.pt,noisy2/sample_000055_noisy2.pt,clean/sample_000055_clean.pt
56,lin_desc_16_s1,26,1275,noisy1/sample_000056_noisy1.pt,noisy2/sample_000056_noisy2.pt,clean/sample_000056_clean.pt
57,lin_desc_16_s1,27,1324,noisy1/sample_000057_noisy1.pt,noisy2/sample_000057_noisy2.pt,clean/sample_000057_clean.pt
58,lin_desc_16_s1,28,1373,noisy1/sample_000058_noisy1.pt,noisy2/sample_000058_noisy2.pt,clean/sample_000058_clean.pt
59,lin_desc_16_s1,29,1422,noisy1/sample_000059_noisy1.pt,noisy2/sample_000059_noisy2.pt,clean/sample_000059_clean.pt
60,lin_asc_16_p2,0,1,noisy1/sample_000060_noisy1.pt,noisy2/sample_000060_noisy2.pt,clean/sample_000060_clean.pt
61,lin_asc_16_p2,1,50,noisy1/sample_000061_noisy1.pt,noisy2/sample_000061_noisy2.pt,clean/sample_000061_clean.pt
62,lin_asc_16_p2,2,99,noisy1/sample_000062_noisy1.pt,noisy2/sample_000062_noisy2.pt,clean/sample_000062_clean.pt
63,lin_asc_16_p2,3,148,noisy1/sample_000063_noisy1.pt,noisy2/sample_000063_noisy2.pt,clean/sample_000063_clean.pt
64,lin_asc_16_p2,4,197,noisy1/sample_000064_noisy1.pt,noisy2/sample_000064_noisy2.pt,clean/sample_000064_clean.pt
65,lin_asc_16_p2,5,246,noisy1/sample_000065_noisy1.pt,noisy2/sample_000065_noisy2.pt,clean/sample_000065_clean.pt
66,lin_asc_16_p2,6,295,noisy1/sample_000066_noisy1.pt,noisy2/sample_000066_noisy2.pt,clean/sample_000066_clean.pt
67,lin_asc_16_p2,7,344,noisy1/sample_000067_noisy1.pt,noisy2/sample_000067_noisy2.pt,clean/sample_000067_clean.pt
68,lin_asc_16_p2,8,393,noisy1/sample_000068_noisy1.pt,noisy2/sample_000068_noisy2.pt,clean/sample_000068_clean.pt
69,lin_asc_16_p2,9,442,noisy1/sample_000069_noisy1.pt,noisy2/sample_000069_noisy2.pt,clean/sample_000069_clean.pt
70,lin_asc_16_p2,10,491,noisy1/sample_000070_noisy1.pt,noisy2/sample_000070_noisy2.pt,clean/sample_000070_clean.pt
71,lin_asc_16_p2,11,540,noisy1/sample_000071_noisy1.pt,noisy2/sample_000071_noisy2.pt,clean/sample_000071_clean.pt
72,lin_asc_16_p2,12,589,noisy1/sample_000072_noisy1.pt,noisy2/sample_000072_noisy2.pt,clean/sample_000072_clean.pt
73,lin_asc_16_p2,13,638,noisy1/sample_000073_noisy1.pt,noisy2/sample_000073_noisy2.pt,clean/sample_000073_clean.pt
74,lin_asc_16_p2,14,687,noisy1/sample_000074_noisy1.pt,noisy2/sample_000074_noisy2.pt,clean/sample_000074_clean.pt
75,lin_asc_16_p2,15,736,noisy1/sample_000075_noisy1.pt,noisy2/sample_000075_noisy2.pt,clean/sample_000075_clean.pt
76,lin_asc_16_p2,16,785,noisy1/sample_000076_noisy1.pt,noisy2/sample_000076_noisy2.pt,clean/sample_000076_clean.pt
77,lin_asc_16_p2,17,834,noisy1/sample_000077_noisy1.pt,noisy2/sample_000077_noisy2.pt,clean/sample_000077_clean.pt
78,lin_asc_16_p2,18,883,noisy1/sample_000078_noisy1.pt,noisy2/sample_000078_noisy2.pt,clean/sample_000078_clean.pt
79,lin_asc_16_p2,19,932,noisy1/sample_000079_noisy1.pt,noisy2/sample_000079_noisy2.pt,clean/sample_000079_clean.pt
80,lin_asc_16_p2,20,981,noisy1/sample_000080_noisy1.pt,noisy2/sample_000080_noisy2.pt,clean/sample_000080_clean.pt
81,lin_asc_16_p2,21,1030,noisy1/sample_000081_noisy1.pt,noisy2/sample_000081_noisy2.pt,clean/sample_000081_clean.pt
82,lin_asc_16_p2,22,1079,noisy1/sample_000082_noisy1.pt,noisy2/sample_000082_noisy2.pt,clean/sample_000082_clean.pt
83,lin_asc_16_p2,23,1128,noisy1/sample_000083_noisy1.pt,noisy2/sample_000083_noisy2.pt,clean/sample_000083_clean.pt
84,lin_asc_16_p2,24,1177,noisy1/sample_000084_noisy1.pt,noisy2/sample_000084_noisy2.pt,clean/sample_000084_clean.pt
85,lin_asc_16_p2,25,1226,noisy1/sample_000085_noisy1.pt,noisy2/sample_000085_noisy2.pt,clean/sample_000085_clean.pt
86,lin_asc_16_p2,26,1275,noisy1/sample_000086_noisy1.pt,noisy2/sample_000086_noisy2.pt,clean/sample_000086_clean.pt
87,lin_asc_16_p2,27,1324,noisy1/sample_000087_noisy1.pt,noisy2/sample_000087_noisy2.pt,clean/sample_000087_clean.pt
88,lin_asc_16_p2,28,1373,noisy1/sample_000088_noisy1.pt,noisy2/sample_000088_noisy2.pt,clean/sample_000088_clean.pt
89,lin_asc_16_p2,29,1422,noisy1/sample_000089_noisy1.pt,noisy2/sample_000089_noisy2.pt,clean/sample_000089_clean.pt
90,lin_desc_16_p2,0,1,noisy1/sample_000090_noisy1.pt,noisy2/sample_000090_noisy2.pt,clean/sample_000090_clean.pt
91,lin_desc_16_p2,1,50,noisy1/sample_000091_noisy1.pt,noisy2/sample_000091_noisy2.pt,clean/sample_000091_clean.pt
92,lin_desc_16_p2,2,99,noisy1/sample_000092_noisy1.pt,noisy2/sample_000092_noisy2.pt,clean/sample_000092_clean.pt
93,lin_desc_16_p2,3,148,noisy1/sample_000093_noisy1.pt,noisy2/sample_000093_noisy2.pt,clean/sample_000093_clean.pt
94,lin_desc_16_p2,4,197,noisy1/sample_000094_noisy1.pt,noisy2/sample_000094_noisy2.pt,clean/sample_000094_clean.pt
95,lin_desc_16_p2,5,246,noisy1/sample_000095_noisy1.pt,noisy2/sample_000095_noisy2.pt,clean/sample_000095_clean.pt
96,lin_desc_16_p2,6,295,noisy1/sample_000096_noisy1.pt,noisy2/sample_000096_noisy2.pt,clean/sample_000096_clean.pt
97,lin_desc_16_p2,7,344,noisy1/sample_000097_noisy1.pt,noisy2/sample_000097_noisy2.pt,clean/sample_000097_clean.pt
98,lin_desc_16_p2,8,393,noisy1/sample_000098_noisy1.pt,noisy2/sample_000098_noisy2.pt,clean/sample_000098_clean.pt
99,lin_desc_16_p2,9,442,noisy1/sample_000099_noisy1.pt,noisy2/sample_000099_noisy2.pt,clean/sample_000099_clean.pt
100,lin_desc_16_p2,10,491,noisy1/sample_000100_noisy1.pt,noisy2/sample_000100_noisy2.pt,clean/sample_000100_clean.pt
101,lin_desc_16_p2,11,540,noisy1/sample_000101_noisy1.pt,noisy2/sample_000101_noisy2.pt,clean/sample_000101_clean.pt
102,lin_desc_16_p2,12,589,noisy1/sample_000102_noisy1.pt,noisy2/sample_000102_noisy2.pt,clean/sample_000102_clean.pt
103,lin_desc_16_p2,13,638,noisy1/sample_000103_noisy1.pt,noisy2/sample_000103_noisy2.pt,clean/sample_000103_clean.pt
104,lin_desc_16_p2,14,687,noisy1/sample_000104_noisy1.pt,noisy2/sample_000104_noisy2.pt,clean/sample_000104_clean.pt
105,lin_desc_16_p2,15,736,noisy1/sample_000105_noisy1.pt,noisy2/sample_000105_noisy2.pt,clean/sample_000105_clean.pt
106,lin_desc_16_p2,16,785,noisy1/sample_000106_noisy1.pt,noisy2/sample_000106_noisy2.pt,clean/sample_000106_clean.pt
107,lin_desc_16_p2,17,834,noisy1/sample_000107_noisy1.pt,noisy2/sample_000107_noisy2.pt,clean/sample_000107_clean.pt
108,lin_desc_16_p2,18,883,noisy1/sample_000108_noisy1.pt,noisy2/sample_000108_noisy2.pt,clean/sample_000108_clean.pt
109,lin_desc_16_p2,19,932,noisy1/sample_000109_noisy1.pt,noisy2/sample_000109_noisy2.pt,clean/sample_000109_clean.pt
110,lin_desc_16_p2,20,981,noisy1/sample_000110_noisy1.pt,noisy2/sample_000110_noisy2.pt,clean/sample_000110_clean.pt
111,lin_desc_16_p2,21,1030,noisy1/sample_000111_noisy1.pt,noisy2/sample_000111_noisy2.pt,clean/sample_000111_clean.pt
112,lin_desc_16_p2,22,1079,noisy1/sample_000112_noisy1.pt,noisy2/sample_000112_noisy2.pt,clean/sample_000112_clean.pt
113,lin_desc_16_p2,23,1128,noisy1/sample_000113_noisy1.pt,noisy2/sample_000113_noisy2.pt,clean/sample_000113_clean.pt
114,lin_desc_16_p2,24,1177,noisy1/sample_000114_noisy1.pt,noisy2/sample_000114_noisy2.pt,clean/sample_000114_clean.pt
115,lin_desc_16_p2,25,1226,noisy1/sample_000115_noisy1.pt,noisy2/sample_000115_noisy2.pt,clean/sample_000115_clean.pt
116,lin_desc_16_p2,26,1275,noisy1/sample_000116_noisy1.pt,noisy2/sample_000116_noisy2.pt,clean/sample_000116_clean.pt
117,lin_desc_16_p2,27,1324,noisy1/sample_000117_noisy1.pt,noisy2/sample_000117_noisy2.pt,clean/sample_000117_clean.pt
118,lin_desc_16_p2,28,1373,noisy1/sample_000118_noisy1.pt,noisy2/sample_000118_noisy2.pt,clean/sample_000118_clean.pt
119,lin_desc_16_p2,29,1422,noisy1/sample_000119_noisy1.pt,noisy2/sample_000119_noisy2.pt,clean/sample_000119_clean.pt
120,log_asc_16_s1,0,1,noisy1/sample_000120_noisy1.pt,noisy2/sample_000120_noisy2.pt,clean/sample_000120_clean.pt
121,log_asc_16_s1,1,50,noisy1/sample_000121_noisy1.pt,noisy2/sample_000121_noisy2.pt,clean/sample_000121_clean.pt
122,log_asc_16_s1,2,99,noisy1/sample_000122_noisy1.pt,noisy2/sample_000122_noisy2.pt,clean/sample_000122_clean.pt
123,log_asc_16_s1,3,148,noisy1/sample_000123_noisy1.pt,noisy2/sample_000123_noisy2.pt,clean/sample_000123_clean.pt
124,log_asc_16_s1,4,197,noisy1/sample_000124_noisy1.pt,noisy2/sample_000124_noisy2.pt,clean/sample_000124_clean.pt
125,log_asc_16_s1,5,246,noisy1/sample_000125_noisy1.pt,noisy2/sample_000125_noisy2.pt,clean/sample_000125_clean.pt
126,log_asc_16_s1,6,295,noisy1/sample_000126_noisy1.pt,noisy2/sample_000126_noisy2.pt,clean/sample_000126_clean.pt
127,log_asc_16_s1,7,344,noisy1/sample_000127_noisy1.pt,noisy2/sample_000127_noisy2.pt,clean/sample_000127_clean.pt
128,log_asc_16_s1,8,393,noisy1/sample_000128_noisy1.pt,noisy2/sample_000128_noisy2.pt,clean/sample_000128_clean.pt
129,log_asc_16_s1,9,442,noisy1/sample_000129_noisy1.pt,noisy2/sample_000129_noisy2.pt,clean/sample_000129_clean.pt
130,log_asc_16_s1,10,491,noisy1/sample_000130_noisy1.pt,noisy2/sample_000130_noisy2.pt,clean/sample_000130_clean.pt
131,log_asc_16_s1,11,540,noisy1/sample_000131_noisy1.pt,noisy2/sample_000131_noisy2.pt,clean/sample_000131_clean.pt
132,log_asc_16_s1,12,589,noisy1/sample_000132_noisy1.pt,noisy2/sample_000132_noisy2.pt,clean/sample_000132_clean.pt
133,log_asc_16_s1,13,638,noisy1/sample_000133_noisy1.pt,noisy2/sample_000133_noisy2.pt,clean/sample_000133_clean.pt
134,log_asc_16_s1,14,687,noisy1/sample_000134_noisy1.pt,noisy2/sample_000134_noisy2.pt,clean/sample_000134_clean.pt
135,log_asc_16_s1,15,736,noisy1/sample_000135_noisy1.pt,noisy2/sample_000135_noisy2.pt,clean/sample_000135_clean.pt
136,log_asc_16_s1,16,785,noisy1/sample_000136_noisy1.pt,noisy2/sample_000136_noisy2.pt,clean/sample_000136_clean.pt
137,log_asc_16_s1,17,834,noisy1/sample_000137_noisy1.pt,noisy2/sample_000137_noisy2.pt,clean/sample_000137_clean.pt
138,log_asc_16_s1,18,883,noisy1/sample_000138_noisy1.pt,noisy2/sample_000138_noisy2.pt,clean/sample_000138_clean.pt
139,log_asc_16_s1,19,932,noisy1/sample_000139_noisy1.pt,noisy2/sample_000139_noisy2.pt,clean/sample_000139_clean.pt
140,log_asc_16_s1,20,981,noisy1/sample_000140_noisy1.pt,noisy2/sample_000140_noisy2.pt,clean/sample_000140_clean.pt
141,log_asc_16_s1,21,1030,noisy1/sample_000141_noisy1.pt,noisy2/sample_000141_noisy2.pt,clean/sample_000141_clean.pt
142,log_asc_16_s1,22,1079,noisy1/sample_000142_noisy1.pt,noisy2/sample_000142_noisy2.pt,clean/sample_000142_clean.pt
143,log_asc_16_s1,23,1128,noisy1/sample_000143_noisy1.pt,noisy2/sample_000143_noisy2.pt,clean/sample_000143_clean.pt
144,log_asc_16_s1,24,1177,noisy1/sample_000144_noisy1.pt,noisy2/sample_000144_noisy2.pt,clean/sample_000144_clean.pt
145,log_asc_16_s1,25,1226,noisy1/sample_000145_noisy1.pt,noisy2/sample_000145_noisy2.pt,clean/sample_000145_clean.pt
146,log_asc_16_s1,26,1275,noisy1/sample_000146_noisy1.pt,noisy2/sample_000146_noisy2.pt,clean/sample_000146_clean.pt
147,log_asc_16_s1,27,1324,noisy1/sample_000147_noisy1.pt,noisy2/sample_000147_noisy2.pt,clean/sample_000147_clean.pt
148,log_asc_16_s1,28,1373,noisy1/sample_000148_noisy1.pt,noisy2/sample_000148_noisy2.pt,clean/sample_000148_clean.pt
149,log_asc_16_s1,29,1422,noisy1/sample_000149_noisy1.pt,noisy2/sample_000149_noisy2.pt,clean/sample_000149_clean.pt
150,log_desc_16_s1,0,1,noisy1/sample_000150_noisy1.pt,noisy2/sample_000150_noisy2.pt,clean/sample_000150_clean.pt
151,log_desc_16_s1,1,50,noisy1/sample_000151_noisy1.pt,noisy2/sample_000151_noisy2.pt,clean/sample_000151_clean.pt
152,log_desc_16_s1,2,99,noisy1/sample_000152_noisy1.pt,noisy2/sample_000152_noisy2.pt,clean/sample_000152_clean.pt
153,log_desc_16_s1,3,148,noisy1/sample_000153_noisy1.pt,noisy2/sample_000153_noisy2.pt,clean/sample_000153_clean.pt
154,log_desc_16_s1,4,197,noisy1/sample_000154_noisy1.pt,noisy2/sample_000154_noisy2.pt,clean/sample_000154_clean.pt
155,log_desc_16_s1,5,246,noisy1/sample_000155_noisy1.pt,noisy2/sample_000155_noisy2.pt,clean/sample_000155_clean.pt
156,log_desc_16_s1,6,295,noisy1/sample_000156_noisy1.pt,noisy2/sample_000156_noisy2.pt,clean/sample_000156_clean.pt
157,log_desc_16_s1,7,344,noisy1/sample_000157_noisy1.pt,noisy2/sample_000157_noisy2.pt,clean/sample_000157_clean.pt
158,log_desc_16_s1,8,393,noisy1/sample_000158_noisy1.pt,noisy2/sample_000158_noisy2.pt,clean/sample_000158_clean.pt
159,log_desc_16_s1,9,442,noisy1/sample_000159_noisy1.pt,noisy2/sample_000159_noisy2.pt,clean/sample_000159_clean.pt
160,log_desc_16_s1,10,491,noisy1/sample_000160_noisy1.pt,noisy2/sample_000160_noisy2.pt,clean/sample_000160_clean.pt
161,log_desc_16_s1,11,540,noisy1/sample_000161_noisy1.pt,noisy2/sample_000161_noisy2.pt,clean/sample_000161_clean.pt
162,log_desc_16_s1,12,589,noisy1/sample_000162_noisy1.pt,noisy2/sample_000162_noisy2.pt,clean/sample_000162_clean.pt
163,log_desc_16_s1,13,638,noisy1/sample_000163_noisy1.pt,noisy2/sample_000163_noisy2.pt,clean/sample_000163_clean.pt
164,log_desc_16_s1,14,687,noisy1/sample_000164_noisy1.pt,noisy2/sample_000164_noisy2.pt,clean/sample_000164_clean.pt
165,log_desc_16_s1,15,736,noisy1/sample_000165_noisy1.pt,noisy2/sample_000165_noisy2.pt,clean/sample_000165_clean.pt
166,log_desc_16_s1,16,785,noisy1/sample_000166_noisy1.pt,noisy2/sample_000166_noisy2.pt,clean/sample_000166_clean.pt
167,log_desc_16_s1,17,834,noisy1/sample_000167_noisy1.pt,noisy2/sample_000167_noisy2.pt,clean/sample_000167_clean.pt
168,log_desc_16_s1,18,883,noisy1/sample_000168_noisy1.pt,noisy2/sample_000168_noisy2.pt,clean/sample_000168_clean.pt
169,log_desc_16_s1,19,932,noisy1/sample_000169_noisy1.pt,noisy2/sample_000169_noisy2.pt,clean/sample_000169_clean.pt
170,log_desc_16_s1,20,981,noisy1/sample_000170_noisy1.pt,noisy2/sample_000170_noisy2.pt,clean/sample_000170_clean.pt
171,log_desc_16_s1,21,1030,noisy1/sample_000171_noisy1.pt,noisy2/sample_000171_noisy2.pt,clean/sample_000171_clean.pt
172,log_desc_16_s1,22,1079,noisy1/sample_000172_noisy1.pt,noisy2/sample_000172_noisy2.pt,clean/sample_000172_clean.pt
173,log_desc_16_s1,23,1128,noisy1/sample_000173_noisy1.pt,noisy2/sample_000173_noisy2.pt,clean/sample_000173_clean.pt
174,log_desc_16_s1,24,1177,noisy1/sample_000174_noisy1.pt,noisy2/sample_000174_noisy2.pt,clean/sample_000174_clean.pt
175,log_desc_16_s1,25,1226,noisy1/sample_000175_noisy1.pt,noisy2/sample_000175_noisy2.pt,clean/sample_000175_clean.pt
176,log_desc_16_s1,26,1275,noisy1/sample_000176_noisy1.pt,noisy2/sample_000176_noisy2.pt,clean/sample_000176_clean.pt
177,log_desc_16_s1,27,1324,noisy1/sample_000177_noisy1.pt,noisy2/sample_000177_noisy2.pt,clean/sample_000177_clean.pt
178,log_desc_16_s1,28,1373,noisy1/sample_000178_noisy1.pt,noisy2/sample_000178_noisy2.pt,clean/sample_000178_clean.pt
179,log_desc_16_s1,29,1422,noisy1/sample_000179_noisy1.pt,noisy2/sample_000179_noisy2.pt,clean/sample_000179_clean.pt
180,log_asc_16_p2,0,1,noisy1/sample_000180_noisy1.pt,noisy2/sample_000180_noisy2.pt,clean/sample_000180_clean.pt
181,log_asc_16_p2,1,50,noisy1/sample_000181_noisy1.pt,noisy2/sample_000181_noisy2.pt,clean/sample_000181_clean.pt
182,log_asc_16_p2,2,99,noisy1/sample_000182_noisy1.pt,noisy2/sample_000182_noisy2.pt,clean/sample_000182_clean.pt
183,log_asc_16_p2,3,148,noisy1/sample_000183_noisy1.pt,noisy2/sample_000183_noisy2.pt,clean/sample_000183_clean.pt
184,log_asc_16_p2,4,197,noisy1/sample_000184_noisy1.pt,noisy2/sample_000184_noisy2.pt,clean/sample_000184_clean.pt
185,log_asc_16_p2,5,246,noisy1/sample_000185_noisy1.pt,noisy2/sample_000185_noisy2.pt,clean/sample_000185_clean.pt
186,log_asc_16_p2,6,295,noisy1/sample_000186_noisy1.pt,noisy2/sample_000186_noisy2.pt,clean/sample_000186_clean.pt
187,log_asc_16_p2,7,344,noisy1/sample_000187_noisy1.pt,noisy2/sample_000187_noisy2.pt,clean/sample_000187_clean.pt
188,log_asc_16_p2,8,393,noisy1/sample_000188_noisy1.pt,noisy2/sample_000188_noisy2.pt,clean/sample_000188_clean.pt
189,log_asc_16_p2,9,442,noisy1/sample_000189_noisy1.pt,noisy2/sample_000189_noisy2.pt,clean/sample_000189_clean.pt
190,log_asc_16_p2,10,491,noisy1/sample_000190_noisy1.pt,noisy2/sample_000190_noisy2.pt,clean/sample_000190_clean.pt
191,log_asc_16_p2,11,540,noisy1/sample_000191_noisy1.pt,noisy2/sample_000191_noisy2.pt,clean/sample_000191_clean.pt
192,log_asc_16_p2,12,589,noisy1/sample_000192_noisy1.pt,noisy2/sample_000192_noisy2.pt,clean/sample_000192_clean.pt
193,log_asc_16_p2,13,638,noisy1/sample_000193_noisy1.pt,noisy2/sample_000193_noisy2.pt,clean/sample_000193_clean.pt
194,log_asc_16_p2,14,687,noisy1/sample_000194_noisy1.pt,noisy2/sample_000194_noisy2.pt,clean/sample_000194_clean.pt
195,log_asc_16_p2,15,736,noisy1/sample_000195_noisy1.pt,noisy2/sample_000195_noisy2.pt,clean/sample_000195_clean.pt
196,log_asc_16_p2,16,785,noisy1/sample_000196_noisy1.pt,noisy2/sample_000196_noisy2.pt,clean/sample_000196_clean.pt
197,log_asc_16_p2,17,834,noisy1/sample_000197_noisy1.pt,noisy2/sample_000197_noisy2.pt,clean/sample_000197_clean.pt
198,log_asc_16_p2,18,883,noisy1/sample_000198_noisy1.pt,noisy2/sample_000198_noisy2.pt,clean/sample_000198_clean.pt
